,area_type,location,BHK,total_sqft,bath,balcony,price_in_lakhs
1818,Plot  Area,Doddaballapur,4,4200.0,4.0,3.0,325.0
1819,Plot  Area,Doddaballapur,3,3876.0,3.0,1.0,300.0
1820,Plot  Area,Doddaballapur,3,2776.0,4.0,2.0,195.0
1821,Plot  Area,Doddaballapur,3,2440.0,3.0,1.0,142.0
1822,Plot  Area,Doddaballapur,4,2400.0,3.0,0.0,200.0
1823,Super built-up  Area,Doddaballapur,1,654.0,1.0,1.0,49.0
1824,Plot  Area,Doddaballapur,4,3206.0,5.0,2.0,270.0
1825,Super built-up  Area,Doddakallasandra,2,1010.0,2.0,1.0,40.39
1830,Super built-up  Area,Doddakallasandra,2,1010.0,2.0,1.0,40.39
1831,Super built-up  Area,Doddakallasandra,2,1072.0,2.0,1.0,42.87
1832,Super built-up  Area,Doddakallasandra,2,1010.0,2.0,1.0,40.4
1833,Super built-up  Area,Doddakallasandra,2,1010.0,2.0,1.0,41.0
1834,Super built-up  Area,Doddakallasandra,2,1072.0,2.0,1.0,42.87
1835,Super built-up  Area,Doddathoguru,2,970.0,2.0,0.0,33.0
1836,Built-up  Area,Doddathoguru,2,1050.0,2.0,1.0,32.0
1837,Super built-up  Area,Doddathoguru,2,850.0,2.0,1.0,25.0
1838,Super built-up  Area,Doddathoguru,2,1030.0,2.0,2.0,42.0
1839,Super built-up  Area,Doddathoguru,3,1549.0,3.0,2.0,65.0
1841,Super built-up  Area,Doddathoguru,1,550.0,1.0,1.0,17.0
1842,Super built-up  Area,Doddathoguru,2,1015.0,2.0,2.0,33.5
1843,Super built-up  Area,Doddathoguru,2,1104.0,2.0,2.0,39.0
1844,Super built-up  Area,Doddathoguru,2,915.0,2.0,1.0,32.0
1845,Super built-up  Area,Doddathoguru,1,750.0,1.0,1.0,25.5
1846,Super built-up  Area,Doddathoguru,3,1595.0,3.0,3.0,62.0
1847,Super built-up  Area,Doddathoguru,2,855.0,2.0,1.0,32.0
1848,Super built-up  Area,Doddathoguru,2,1105.0,2.0,1.0,50.0
1849,Built-up  Area,Doddathoguru,2,925.0,2.0,2.0,30.0
1851,Built-up  Area,Doddathoguru,3,1208.0,3.0,1.0,45.0
1852,Built-up  Area,Doddathoguru,2,1100.0,2.0,2.0,50.0
1853,Super built-up  Area,Doddathoguru,2,940.0,2.0,1.0,32.9
1854,Super built-up  Area,Doddathoguru,3,1382.0,3.0,1.0,65.0
1855,Built-up  Area,Doddathoguru,2,1107.0,2.0,3.0,44.0
1856,Built-up  Area,Doddathoguru,2,907.0,2.0,1.0,40.0
1857,Super built-up  Area,Doddathoguru,3,1783.0,3.0,3.0,85.0
1858,Super built-up  Area,Doddathoguru,1,550.0,1.0,1.0,17.0
1859,Super built-up  Area,Domlur,3,1540.0,3.0,2.0,90.0
1860,Super built-up  Area,Domlur,3,1875.0,2.0,2.0,150.0
1861,Super built-up  Area,Domlur,3,1429.0,3.0,3.0,86.0
1862,Built-up  Area,Domlur,1,640.0,1.0,0.0,55.0
1863,Super built-up  Area,Domlur,2,1050.0,2.0,2.0,85.0
1864,Super built-up  Area,Domlur,3,1800.0,3.0,2.0,150.0
1865,Super built-up  Area,Domlur,3,1720.0,3.0,1.0,135.0
1866,Super built-up  Area,Domlur,3,1950.0,3.0,3.0,165.0
1867,Built-up  Area,Domlur,3,2180.0,3.0,2.0,285.0
1868,Super built-up  Area,Domlur,1,650.0,1.0,1.0,70.0
1869,Super built-up  Area,Domlur,1,780.0,1.0,1.0,70.0
1870,Super built-up  Area,Domlur,3,2180.0,3.0,2.0,285.0
1871,Super built-up  Area,Domlur,3,1740.0,3.0,0.0,120.0
1872,Built-up  Area,Domlur,3,1695.0,3.0,2.0,125.0
1873,Super built-up  Area,Domlur,2,1246.0,2.0,1.0,95.0
1874,Super built-up  Area,Domlur,3,2100.0,3.0,2.0,145.0
1875,Super built-up  Area,Domlur,2,1276.0,2.0,2.0,80.0
1876,Super built-up  Area,Domlur,3,1850.0,3.0,1.0,180.0
1877,Super built-up  Area,Domlur,3,2955.0,3.0,2.0,235.0
1878,Built-up  Area,Domlur,3,1650.0,3.0,1.0,180.0
1879,Super built-up  Area,Dommasandra,2,805.0,2.0,1.0,22.14
1881,Built-up  Area,Dommasandra,3,1267.0,3.0,2.0,56.0
1882,Super built-up  Area,Dommasandra,2,1200.0,2.0,2.0,50.0
1883,Built-up  Area,Dommasandra,4,2700.0,3.0,2.0,68.0
1885,Super built-up  Area,Dommasandra,2,1153.0,2.0,2.0,43.5
1886,Plot  Area,Dommasandra,2,1500.0,2.0,0.0,40.0
1887,Super built-up  Area,Dommasandra,2,1090.0,2.0,2.0,43.5
1888,Super built-up  Area,Dommasandra,2,850.0,2.0,1.0,25.4
1889,Super built-up  Area,Dommasandra,2,674.0,1.0,1.0,19.9
1890,Super built-up  Area,Dommasandra,2,999.0,2.0,2.0,32.9
1891,Super built-up  Area,EPIP Zone,3,1499.0,5.0,2.0,102.0
1892,Super built-up  Area,EPIP Zone,2,1285.0,2.0,2.0,82.0
1893,Super built-up  Area,EPIP Zone,3,2330.0,3.0,2.0,162.0
1894,Super built-up  Area,EPIP Zone,2,1330.0,2.0,1.0,92.5
1895,Super built-up  Area,EPIP Zone,2,1330.0,2.0,1.0,86.98
1896,Super built-up  Area,EPIP Zone,2,1330.0,2.0,1.0,93.36
1898,Super built-up  Area,EPIP Zone,3,1500.0,3.0,3.0,102.0
1899,Built-up  Area,EPIP Zone,2,1280.0,2.0,1.0,69.0
1900,Built-up  Area,EPIP Zone,2,1125.0,2.0,1.0,65.0
1901,Super built-up  Area,EPIP Zone,3,1734.0,3.0,3.0,125.0
1903,Super built-up  Area,EPIP Zone,2,1343.0,2.0,2.0,86.0
1904,Super built-up  Area,EPIP Zone,3,2350.0,4.0,2.0,163.0
1905,Super built-up  Area,EPIP Zone,3,1860.0,3.0,2.0,130.0
1906,Super built-up  Area,EPIP Zone,3,2210.0,3.0,3.0,165.0
1907,Super built-up  Area,EPIP Zone,3,2710.0,3.0,2.0,177.0
1910,Super built-up  Area,Electronic City,3,1025.0,2.0,1.0,47.0
1913,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,64.5
1914,Built-up  Area,Electronic City,2,1060.0,2.0,1.0,60.0
1915,Super built-up  Area,Electronic City,2,1152.0,2.0,1.0,64.5
1917,Built-up  Area,Electronic City,2,770.0,1.0,1.0,36.0
1918,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,52.0
1919,Built-up  Area,Electronic City,2,1025.0,2.0,1.0,46.0
1920,Super built-up  Area,Electronic City,1,589.0,1.0,1.0,27.0
1922,Super built-up  Area,Electronic City,2,910.0,2.0,1.0,40.0
1923,Super built-up  Area,Electronic City,2,1108.0,2.0,1.0,63.0
1924,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.0
1925,Super built-up  Area,Electronic City,3,1800.0,3.0,2.0,95.0
1926,Built-up  Area,Electronic City,1,630.0,1.0,1.0,34.65
1927,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,63.0
1928,Super built-up  Area,Electronic City,3,1599.0,3.0,2.0,99.0
1931,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,55.0
1932,Super built-up  Area,Electronic City,2,940.0,2.0,1.0,41.0
1934,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,68.75
1935,Super built-up  Area,Electronic City,2,1342.0,2.0,1.0,73.3
1936,Super built-up  Area,Electronic City,3,1360.0,2.0,1.0,71.0
1938,Super built-up  Area,Electronic City,2,1265.0,2.0,0.0,56.93
1939,Super built-up  Area,Electronic City,3,1691.0,2.0,2.0,102.0
1940,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.49
1943,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,56.1
1944,Plot  Area,Electronic City,4,2000.0,4.0,0.0,120.0
1945,Built-up  Area,Electronic City,2,890.0,2.0,2.0,45.0
1946,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.65
1947,Built-up  Area,Electronic City,2,865.0,2.0,0.0,42.0
1949,Super built-up  Area,Electronic City,2,910.0,2.0,2.0,42.0
1951,Built-up  Area,Electronic City,3,1360.0,2.0,1.0,75.0
1952,Super built-up  Area,Electronic City,2,770.0,1.0,1.0,40.0
1953,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,64.0
1954,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,54.0
1956,Super built-up  Area,Electronic City,3,1571.0,3.0,2.0,89.0
1957,Super built-up  Area,Electronic City,3,1111.0,3.0,1.0,50.0
1958,Super built-up  Area,Electronic City,2,870.0,2.0,1.0,39.5
1960,Super built-up  Area,Electronic City,3,1374.0,2.0,1.0,72.0
1962,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.35
1963,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.0
1964,Super built-up  Area,Electronic City,2,755.0,1.0,1.0,34.0
1968,Super built-up  Area,Electronic City,3,1563.0,3.0,2.0,91.84
1969,Super built-up  Area,Electronic City,3,1652.0,3.0,2.0,70.0
1971,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,54.5
1973,Super built-up  Area,Electronic City,3,1350.0,3.0,2.0,58.0
1976,Super built-up  Area,Electronic City,3,1700.0,3.0,2.0,75.0
1978,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,68.0
1979,Built-up  Area,Electronic City,1,700.0,1.0,1.0,35.0
1980,Super built-up  Area,Electronic City,3,1360.0,2.0,1.0,70.5
1982,Super built-up  Area,Electronic City,3,1571.0,3.0,2.0,105.0
1986,Built-up  Area,Electronic City,3,1600.0,3.0,2.0,104.0
1988,Built-up  Area,Electronic City,3,1500.0,2.0,1.0,100.0
1992,Super built-up  Area,Electronic City,2,1152.0,2.0,1.0,65.0
1993,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,60.0
1994,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.5
1995,Super built-up  Area,Electronic City,2,1200.0,2.0,1.0,59.0
1996,Super built-up  Area,Electronic City,2,1152.0,2.0,1.0,65.75
1998,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,55.0
1999,Super built-up  Area,Electronic City,2,1060.0,2.0,1.0,58.0
2000,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,54.1
2005,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,78.0
2006,Super built-up  Area,Electronic City,2,1213.0,2.0,1.0,59.32
2007,Super built-up  Area,Electronic City,3,1575.0,3.0,2.0,90.0
2008,Built-up  Area,Electronic City,1,435.0,1.0,1.0,19.5
2009,Built-up  Area,Electronic City,3,1449.0,3.0,2.0,100.0
2011,Super built-up  Area,Electronic City,2,1125.0,2.0,1.0,58.0
2013,Super built-up  Area,Electronic City,3,1575.0,3.0,3.0,101.0
2015,Built-up  Area,Electronic City,1,550.0,1.0,1.0,12.0
2016,Super built-up  Area,Electronic City,2,919.0,2.0,2.0,40.0
2017,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,78.25
2018,Super built-up  Area,Electronic City,2,1363.0,2.0,1.0,79.0
2021,Super built-up  Area,Electronic City,2,1108.0,2.0,1.0,67.15
2023,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.7
2025,Built-up  Area,Electronic City,2,1060.0,2.0,1.0,51.0
2027,Built-up  Area,Electronic City,3,1650.0,3.0,2.0,100.0
2029,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,49.0
2031,Super built-up  Area,Electronic City,3,1449.0,3.0,2.0,90.0
2033,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,58.0
2034,Super built-up  Area,Electronic City,2,1210.0,2.0,1.0,54.0
2035,Built-up  Area,Electronic City,3,1500.0,2.0,1.0,75.0
2037,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,52.0
2038,Super built-up  Area,Electronic City,4,2435.0,4.0,3.0,119.0
2043,Super built-up  Area,Electronic City,2,1073.0,2.0,2.0,60.0
2044,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,78.0
2045,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,47.0
2046,Super built-up  Area,Electronic City,2,1296.0,2.0,2.0,65.0
2047,Super built-up  Area,Electronic City,2,1140.0,2.0,1.0,70.93
2053,Super built-up  Area,Electronic City,4,2093.0,4.0,1.0,104.0
2054,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,53.9
2055,Built-up  Area,Electronic City,2,940.0,2.0,1.0,54.0
2056,Super built-up  Area,Electronic City,1,435.0,1.0,1.0,21.0
2057,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,77.5
2058,Super built-up  Area,Electronic City,3,1631.0,3.0,2.0,80.0
2059,Super built-up  Area,Electronic City,2,1355.0,2.0,1.0,67.0
2062,Super built-up  Area,Electronic City,1,435.0,1.0,1.0,22.0
2064,Super built-up  Area,Electronic City,2,1039.0,2.0,1.0,50.0
2065,Super built-up  Area,Electronic City,2,770.0,1.0,1.0,39.9
2067,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,64.0
2068,Super built-up  Area,Electronic City,1,605.0,1.0,0.0,13.31
2070,Super built-up  Area,Electronic City,1,530.0,1.0,1.0,13.5
2071,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,53.0
2074,Super built-up  Area,Electronic City,3,1571.0,3.0,2.0,83.0
2076,Super built-up  Area,Electronic City,3,1350.0,3.0,2.0,66.0
2077,Super built-up  Area,Electronic City,3,1652.0,3.0,3.0,110.0
2081,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.58
2082,Built-up  Area,Electronic City,1,635.0,1.0,1.0,28.0
2083,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.4
2086,Super built-up  Area,Electronic City,2,1355.0,2.0,1.0,72.9
2090,Built-up  Area,Electronic City,2,770.0,1.0,1.0,35.0
2092,Super built-up  Area,Electronic City,2,865.0,2.0,1.0,40.0
2095,Super built-up  Area,Electronic City,2,1108.0,2.0,1.0,63.0
2096,Super built-up  Area,Electronic City,1,630.0,1.0,1.0,40.5
2099,Super built-up  Area,Electronic City,1,605.0,1.0,1.0,22.0
2101,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,48.0
2103,Super built-up  Area,Electronic City,3,1360.0,2.0,1.0,70.0
2104,Super built-up  Area,Electronic City,1,635.0,1.0,0.0,28.0
2105,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,65.45
2106,Super built-up  Area,Electronic City,2,890.0,2.0,1.0,40.0
2111,Super built-up  Area,Electronic City,3,1360.0,2.0,1.0,58.0
2114,Super built-up  Area,Electronic City,1,630.0,1.0,1.0,33.7
2118,Built-up  Area,Electronic City,3,1400.0,3.0,1.0,90.0
2119,Built-up  Area,Electronic City,3,1287.0,3.0,1.0,55.0
2120,Super built-up  Area,Electronic City,2,1258.0,2.0,1.0,85.5
2121,Built-up  Area,Electronic City,2,1386.0,2.0,1.0,85.0
2122,Built-up  Area,Electronic City,1,550.0,1.0,1.0,27.0
2123,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,50.0
2125,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,55.0
2126,Super built-up  Area,Electronic City,2,1342.0,2.0,1.0,72.0
2127,Built-up  Area,Electronic City,3,1275.0,3.0,1.0,70.0
2128,Super built-up  Area,Electronic City,2,770.0,1.0,1.0,38.0
2133,Super built-up  Area,Electronic City,3,1644.0,3.0,2.0,92.59
2134,Built-up  Area,Electronic City,2,1250.0,2.0,1.0,62.0
2137,Super built-up  Area,Electronic City,1,418.0,1.0,1.0,12.0
2138,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,64.8
2141,Built-up  Area,Electronic City,2,1060.0,2.0,1.0,55.0
2142,Super built-up  Area,Electronic City,1,710.0,1.0,1.0,40.42
2145,Super built-up  Area,Electronic City,3,1275.0,3.0,3.0,63.43
2146,Super built-up  Area,Electronic City,3,1518.0,3.0,3.0,75.0
2147,Built-up  Area,Electronic City,1,1090.0,2.0,1.0,31.48
2150,Super built-up  Area,Electronic City,2,1060.0,2.0,1.0,55.0
2152,Super built-up  Area,Electronic City,2,1353.0,2.0,3.0,75.0
2154,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,67.0
2155,Built-up  Area,Electronic City,2,1070.0,2.0,1.0,57.0
2156,Built-up  Area,Electronic City,3,1700.0,3.0,2.0,90.0
2158,Super built-up  Area,Electronic City,1,750.0,1.0,1.0,35.0
2159,Built-up  Area,Electronic City,2,1210.0,2.0,1.0,55.0
2160,Built-up  Area,Electronic City,2,1070.0,2.0,1.0,60.0
2165,Super built-up  Area,Electronic City,3,1615.0,3.0,2.0,97.0
2167,Super built-up  Area,Electronic City,2,1221.0,2.0,2.0,68.0
2169,Built-up  Area,Electronic City,3,1500.0,3.0,1.0,73.0
2170,Super built-up  Area,Electronic City,2,995.0,2.0,1.0,48.0
2171,Super built-up  Area,Electronic City,2,1342.0,2.0,1.0,90.0
2173,Super built-up  Area,Electronic City,2,1128.0,2.0,1.0,63.5
2174,Super built-up  Area,Electronic City,1,589.0,1.0,1.0,29.0
2177,Super built-up  Area,Electronic City,3,1575.0,3.0,1.0,94.5
2178,Super built-up  Area,Electronic City,2,1070.0,2.0,1.0,48.0
2179,Super built-up  Area,Electronic City,2,1025.0,2.0,1.0,54.0
2180,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,70.0
2181,Super built-up  Area,Electronic City,3,1500.0,2.0,1.0,64.5
2183,Super built-up  Area,Electronic City,4,2093.0,4.0,2.0,134.0
2185,Super built-up  Area,Electronic City,2,1355.0,2.0,1.0,73.0
2186,Super built-up  Area,Electronic City,3,1360.0,2.0,1.0,64.99
2187,Super built-up  Area,Electronic City,2,1060.0,2.0,1.0,52.0
2188,Super built-up  Area,Electronic City Phase II,2,1056.0,2.0,1.0,39.07
2189,Super built-up  Area,Electronic City Phase II,2,1020.0,2.0,1.0,30.6
2190,Super built-up  Area,Electronic City Phase II,2,1069.0,2.0,2.0,45.0
2191,Super built-up  Area,Electronic City Phase II,1,630.0,1.0,1.0,28.35
2193,Super built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,25.0
2194,Built-up  Area,Electronic City Phase II,2,1090.0,2.0,1.0,28.34
2195,Super built-up  Area,Electronic City Phase II,4,2225.0,4.0,0.0,98.88
2197,Super built-up  Area,Electronic City Phase II,2,775.0,2.0,2.0,38.0
2198,Super built-up  Area,Electronic City Phase II,2,1266.0,2.0,2.0,59.0
2199,Super built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2202,Super built-up  Area,Electronic City Phase II,2,972.0,2.0,1.0,44.0
2204,Super built-up  Area,Electronic City Phase II,2,1031.0,2.0,1.0,55.0
2205,Super built-up  Area,Electronic City Phase II,2,1003.0,2.0,1.0,40.6
2206,Super built-up  Area,Electronic City Phase II,2,1031.0,2.0,1.0,56.35
2208,Super built-up  Area,Electronic City Phase II,3,1395.0,2.0,1.0,62.78
2209,Built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,33.5
2210,Super built-up  Area,Electronic City Phase II,2,1065.0,2.0,1.0,30.75
2211,Super built-up  Area,Electronic City Phase II,2,1219.0,2.0,1.0,61.25
2213,Built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2214,Built-up  Area,Electronic City Phase II,3,1790.0,3.0,3.0,100.0
2215,Super built-up  Area,Electronic City Phase II,2,769.0,2.0,1.0,40.0
2217,Super built-up  Area,Electronic City Phase II,2,900.0,2.0,2.0,32.5
2220,Carpet  Area,Electronic City Phase II,3,993.0,2.0,2.0,50.0
2221,Super built-up  Area,Electronic City Phase II,3,1418.0,3.0,2.0,52.47
2222,Built-up  Area,Electronic City Phase II,2,1070.0,2.0,2.0,45.0
2225,Built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,33.06
2226,Super built-up  Area,Electronic City Phase II,2,1089.0,2.0,0.0,32.67
2227,Super built-up  Area,Electronic City Phase II,2,1031.0,2.0,1.0,55.0
2228,Built-up  Area,Electronic City Phase II,2,1253.0,2.0,1.0,65.8
2230,Super built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,33.5
2231,Super built-up  Area,Electronic City Phase II,3,975.0,2.0,2.0,45.0
2232,Plot  Area,Electronic City Phase II,4,6000.0,4.0,2.0,260.0
2233,Super built-up  Area,Electronic City Phase II,2,1116.0,2.0,2.0,37.0
2234,Built-up  Area,Electronic City Phase II,2,1125.0,2.0,1.0,29.25
2235,Super built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2236,Super built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2237,Built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2238,Built-up  Area,Electronic City Phase II,2,1165.0,2.0,1.0,30.29
2239,Built-up  Area,Electronic City Phase II,4,3550.0,2.0,2.0,167.5
2240,Super built-up  Area,Electronic City Phase II,2,1031.0,2.0,1.0,53.0
2242,Built-up  Area,Electronic City Phase II,2,1065.0,2.0,1.0,30.88
2244,Super built-up  Area,Electronic City Phase II,3,1549.0,3.0,2.0,80.0
2245,Super built-up  Area,Electronic City Phase II,2,1065.0,2.0,1.0,56.13
2247,Super built-up  Area,Electronic City Phase II,2,920.0,2.0,2.0,26.0
2248,Super built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,33.84
2249,Super built-up  Area,Electronic City Phase II,2,1219.0,2.0,1.0,61.26
2250,Built-up  Area,Electronic City Phase II,3,1252.0,2.0,3.0,65.0
2251,Built-up  Area,Electronic City Phase II,2,1125.0,2.0,1.0,32.49
2253,Super built-up  Area,Electronic City Phase II,2,1286.0,2.0,2.0,69.0
2255,Super built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,32.92
2256,Super built-up  Area,Electronic City Phase II,2,1116.0,2.0,2.0,40.0
2257,Built-up  Area,Electronic City Phase II,3,1150.0,3.0,3.0,46.0
2258,Super built-up  Area,Electronic City Phase II,3,1192.0,2.0,3.0,47.0
2260,Super built-up  Area,Electronic City Phase II,2,1020.0,2.0,2.0,32.0
2261,Built-up  Area,Electronic City Phase II,4,1900.0,3.0,1.0,97.0
2262,Super built-up  Area,Electronic City Phase II,2,1020.0,2.0,1.0,27.43
2263,Built-up  Area,Electronic City Phase II,2,1025.0,2.0,1.0,26.65
2264,Built-up  Area,Electronic City Phase II,2,1020.0,2.0,1.0,29.45
2265,Built-up  Area,Electronic City Phase II,2,1000.0,2.0,1.0,28.88
2267,Super built-up  Area,Electronic City Phase II,2,1140.0,2.0,2.0,28.5
2268,Super built-up  Area,Electronic City Phase II,2,1125.0,2.0,1.0,32.49
2269,Super built-up  Area,Electronic City Phase II,2,1200.0,2.0,1.0,34.65
2270,Super built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,52.2
2271,Super built-up  Area,Electronic City Phase II,2,1244.0,2.0,1.0,55.0
2272,Built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,33.51
2275,Super built-up  Area,Electronic City Phase II,2,972.0,2.0,1.0,40.0
2276,Built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,33.51
2278,Built-up  Area,Electronic City Phase II,2,1090.0,2.0,1.0,31.48
2279,Built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,32.92
2280,Super built-up  Area,Electronic City Phase II,1,650.0,1.0,1.0,35.0
2281,Built-up  Area,Electronic City Phase II,2,1155.0,2.0,1.0,57.0
2282,Super built-up  Area,Electronic City Phase II,3,1800.0,3.0,3.0,92.0
2283,Built-up  Area,Electronic City Phase II,2,1300.0,2.0,2.0,28.0
2284,Super built-up  Area,Electronic City Phase II,2,1160.0,2.0,1.0,33.5
2285,Built-up  Area,Electronic City Phase II,2,1025.0,2.0,1.0,29.6
2286,Super built-up  Area,Electronic City Phase II,2,829.0,2.0,1.0,22.8
2287,Super built-up  Area,Electronic City Phase II,4,2187.5,4.0,0.0,105.0
2288,Super built-up  Area,Electronic City Phase II,2,1252.0,2.0,1.0,67.0
2290,Built-up  Area,Electronic City Phase II,2,1125.0,2.0,1.0,32.63
2291,Super built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,34.0
2294,Super built-up  Area,Electronic City Phase II,3,1252.0,2.0,1.0,65.0
2295,Super built-up  Area,Electronic City Phase II,2,1135.0,2.0,2.0,46.0
2296,Super built-up  Area,Electronic City Phase II,3,1305.0,3.0,1.0,65.0
2297,Built-up  Area,Electronic City Phase II,2,1165.0,2.0,1.0,33.64
2299,Super built-up  Area,Electronic City Phase II,3,1336.0,2.0,3.0,50.35
2300,Built-up  Area,Electronic City Phase II,1,575.0,1.0,1.0,16.75
2301,Super built-up  Area,Electronic City Phase II,3,925.0,2.0,1.0,49.82
2302,Built-up  Area,Electronic City Phase II,2,1065.0,2.0,1.0,30.76
2303,Built-up  Area,Electronic City Phase II,2,1065.0,2.0,1.0,30.75
2304,Built-up  Area,Electronic City Phase II,2,1140.0,2.0,1.0,33.06
2305,Super built-up  Area,Electronic City Phase II,2,911.0,2.0,1.0,26.5
2306,Built-up  Area,Electronic City Phase II,2,1200.0,2.0,1.0,34.65
2307,Super built-up  Area,Electronic City Phase II,2,1031.0,2.0,1.0,54.48
2311,Super built-up  Area,Electronics City Phase 1,3,1475.0,3.0,2.0,78.29
2312,Built-up  Area,Electronics City Phase 1,3,1490.0,3.0,1.0,78.8
2313,Super built-up  Area,Electronics City Phase 1,2,1113.27,2.0,2.0,53.0
2314,Super built-up  Area,Electronics City Phase 1,3,1490.0,3.0,1.0,84.0
2321,Built-up  Area,Electronics City Phase 1,2,1015.0,2.0,1.0,56.0
2323,Super built-up  Area,Electronics City Phase 1,3,1515.0,2.0,1.0,80.91
2324,Built-up  Area,Electronics City Phase 1,2,995.0,2.0,0.0,46.0
2325,Super built-up  Area,Electronics City Phase 1,3,1555.0,2.0,1.0,82.0
2326,Built-up  Area,Electronics City Phase 1,2,1340.0,2.0,2.0,75.0
2327,Super built-up  Area,Electronics City Phase 1,3,1124.0,2.0,2.0,55.0
2328,Super built-up  Area,Electronics City Phase 1,2,1175.0,2.0,1.0,57.0
2329,Super built-up  Area,Electronics City Phase 1,1,755.0,1.0,1.0,42.41
2330,Built-up  Area,Electronics City Phase 1,1,580.0,1.0,1.0,27.0
2331,Built-up  Area,Electronics City Phase 1,2,940.0,2.0,2.0,49.0
2332,Super built-up  Area,Electronics City Phase 1,2,1335.0,2.0,2.0,67.0
2333,Super built-up  Area,Electronics City Phase 1,2,1113.12,2.0,2.0,55.0
2335,Built-up  Area,Electronics City Phase 1,3,1350.0,3.0,0.0,71.0
2337,Super built-up  Area,Electronics City Phase 1,2,995.0,2.0,1.0,49.8
2338,Built-up  Area,Electronics City Phase 1,1,635.0,1.0,0.0,26.0
2339,Super built-up  Area,Electronics City Phase 1,2,1190.0,2.0,1.0,68.0
2341,Super built-up  Area,Electronics City Phase 1,3,1450.0,3.0,2.0,72.54
2342,Super built-up  Area,Electronics City Phase 1,1,360.0,1.0,0.0,16.9
2343,Built-up  Area,Electronics City Phase 1,1,638.0,1.0,1.0,32.0
2344,Super built-up  Area,Electronics City Phase 1,2,1175.0,2.0,2.0,64.98
2345,Super built-up  Area,Electronics City Phase 1,1,585.0,1.0,1.0,21.0
2346,Super built-up  Area,Electronics City Phase 1,2,1200.0,2.0,2.0,59.76
2347,Super built-up  Area,Electronics City Phase 1,2,1145.0,2.0,1.0,54.0
